Embassy,Location,Neighborhood,Image,Notes,Flag_url,Image_url,Flag_height,Image_height,Flag_width,Image_width,Reference_url,Location_query,lat,lng
 Qatar,2555 M Street NW,West End,,133,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/Flag_of_Qatar.svg/23px-Flag_of_Qatar.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0c/Embassy_of_Qatar_-_Washington%2C_D.C..jpg/150px-Embassy_of_Qatar_-_Washington%2C_D.C..jpg,9,111,23,150,http://www.mofa.gov.qa/en/Countries/Pages/US.aspx,"2555 M Street NW, Washington, DC",38.9055676,-77.0543326
 Romania,1607 23rd Street NW,Embassy Row,,134,https://upload.wikimedia.org/wikipedia/commons/thumb/7/73/Flag_of_Romania.svg/23px-Flag_of_Romania.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/8/82/RomanianEmbassyWashingtonDC.jpg/150px-RomanianEmbassyWashingtonDC.jpg,15,113,23,150,http://washington.mae.ro/en,"1607 23rd Street NW, Washington, DC",38.911566,-77.0503973
 Russia,2650 Wisconsin Avenue NW,Cathedral Heights,,135,https://upload.wikimedia.org/wikipedia/en/thumb/f/f3/Flag_of_Russia.svg/23px-Flag_of_Russia.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6f/Russian_Embassy_US.jpg/150px-Russian_Embassy_US.jpg,15,70,23,150,http://www.russianembassy.org,"2650 Wisconsin Avenue NW, Washington, DC",38.9246722,-77.0744078
 Rwanda,1714 New Hampshire Avenue NW,Dupont Circle,,136,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Flag_of_Rwanda.svg/23px-Flag_of_Rwanda.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b9/Embassy_of_Rwanda%2C_Washington%2C_D.C..jpg/150px-Embassy_of_Rwanda%2C_Washington%2C_D.C..jpg,15,212,23,150,http://rwandaembassy.org/Home/,"1714 New Hampshire Avenue NW, Washington, DC",38.913192,-77.0405218
 Saint Kitts and Nevis,3216 New Mexico Avenue NW,Wesley Heights,,137,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fe/Flag_of_Saint_Kitts_and_Nevis.svg/23px-Flag_of_Saint_Kitts_and_Nevis.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/4/46/Embassy_Antigua_et_al.jpg/150px-Embassy_Antigua_et_al.jpg,15,102,23,150,http://www.embassy.gov.kn,"3216 New Mexico Avenue NW, Washington, DC",38.9332081,-77.08594269999999
 Saint Lucia,3216 New Mexico Avenue NW,Wesley Heights,,138,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9f/Flag_of_Saint_Lucia.svg/23px-Flag_of_Saint_Lucia.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/4/46/Embassy_Antigua_et_al.jpg/150px-Embassy_Antigua_et_al.jpg,12,102,23,150,http://www.govt.lc/diplomatic-representatives,"3216 New Mexico Avenue NW, Washington, DC",38.9332081,-77.08594269999999
 Saint Vincent and the Grenadines,3216 New Mexico Avenue NW,Wesley Heights,,139,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6d/Flag_of_Saint_Vincent_and_the_Grenadines.svg/23px-Flag_of_Saint_Vincent_and_the_Grenadines.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/4/46/Embassy_Antigua_et_al.jpg/150px-Embassy_Antigua_et_al.jpg,15,102,23,150,http://www.embsvg.com,"3216 New Mexico Avenue NW, Washington, DC",38.9332081,-77.08594269999999
 San Marino,1711 N Street NW 2nd Floor,Downtown,,140,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b1/Flag_of_San_Marino.svg/20px-Flag_of_San_Marino.svg.png,https:,15,0,20,0,http://www.esteri.sm/on-line/en/home/diplomatic-and-consular-corps/complete-list-for-printing/scheda1000071.html,"1711 N Street NW 2nd Floor, Washington, DC",38.9073974,-77.039018
 Saudi Arabia,601 New Hampshire Avenue NW,Foggy Bottom,,141,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0d/Flag_of_Saudi_Arabia.svg/23px-Flag_of_Saudi_Arabia.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/b/ba/Embassy_of_Saudi_Arabia%2C_Washington%2C_D.C..jpg/150px-Embassy_of_Saudi_Arabia%2C_Washington%2C_D.C..jpg,15,102,23,150,https://www.saudiembassy.net,"601 New Hampshire Avenue NW, Washington, DC",38.8978318,-77.0540628
 Senegal,2215 M St. NW,West End,,142,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fd/Flag_of_Senegal.svg/23px-Flag_of_Senegal.svg.png,https:,15,0,23,0,http://www.ambasenegal-us.org,"2215 M St. NW, Washington, DC",38.9055061,-77.049463
 Serbia,"2233 Wisconsin Avenue NW, Suite 410",Glover Park,,143,https://upload.wikimedia.org/wikipedia/commons/thumb/f/ff/Flag_of_Serbia.svg/23px-Flag_of_Serbia.svg.png,https:,15,0,23,0,http://www.washington.mfa.gov.rs,"2233 Wisconsin Avenue NW, Suite 410, Washington, DC",38.9199523,-77.07074709999999
 Sierra Leone,1701 19th Street NW,Dupont Circle,,144,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Flag_of_Sierra_Leone.svg/23px-Flag_of_Sierra_Leone.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/8/86/Embassy_of_Sierra_Leone.JPG/150px-Embassy_of_Sierra_Leone.JPG,15,163,23,150,http://embassyofsierraleone.net,"1701 19th Street NW, Washington, DC",38.9128221,-77.0432034
 Singapore,3501 International Place NW,North Cleveland Park,,145,https://upload.wikimedia.org/wikipedia/commons/thumb/4/48/Flag_of_Singapore.svg/23px-Flag_of_Singapore.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/7/73/SingaporeanEmbassyWashingtonDC02.jpg/150px-SingaporeanEmbassyWashingtonDC02.jpg,15,94,23,150,http://www.mfa.gov.sg/content/mfa/overseasmission/washington.html,"3501 International Place NW, Washington, DC",38.9427469,-77.06530579999999
 Slovakia,3523 International Court NW,North Cleveland Park,,146,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e6/Flag_of_Slovakia.svg/23px-Flag_of_Slovakia.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f9/Slovak_Embassy_Washington_DC.JPG/150px-Slovak_Embassy_Washington_DC.JPG,15,113,23,150,http://www.mzv.sk/App/WCM/ZU/WashingtonZU/main.nsf/vw_ByID/index_EN,"3523 International Court NW, Washington, DC",38.9455465,-77.0680939
 Slovenia,2410 California Street NW,Kalorama,,147,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f0/Flag_of_Slovenia.svg/23px-Flag_of_Slovenia.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f0/Embassy_of_Slovenia%2C_Washington.jpg/150px-Embassy_of_Slovenia%2C_Washington.jpg,12,88,23,150,http://washington.embassy.si/index.php?id=51&L=1,"2410 California Street NW, Washington, DC",38.9153378,-77.05343309999999
 Somalia,"1705 DeSales Street NW, Suite 300",Downtown,,148,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a0/Flag_of_Somalia.svg/23px-Flag_of_Somalia.svg.png,https:,15,0,23,0,https://www.state.gov/r/pa/ei/bgn/2863.htm,"1705 DeSales Street NW, Suite 300, Washington, DC",38.9049695,-77.038838
 South Africa,3051 Massachusetts Avenue NW,Embassy Row,,149,https://upload.wikimedia.org/wikipedia/commons/thumb/a/af/Flag_of_South_Africa.svg/23px-Flag_of_South_Africa.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9b/Embassy_of_South_Africa%2C_Washington%2C_D.C..jpg/150px-Embassy_of_South_Africa%2C_Washington%2C_D.C..jpg,15,98,23,150,http://www.saembassy.org,"3051 Massachusetts Avenue NW, Washington, DC",38.9199278,-77.06071879999999
 South Korea,2450 Massachusetts Avenue NW,Embassy Row,,150,https://upload.wikimedia.org/wikipedia/commons/thumb/0/09/Flag_of_South_Korea.svg/23px-Flag_of_South_Korea.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/9/97/Embassy_of_South_Korea%2C_Washington%2C_D.C..jpg/150px-Embassy_of_South_Korea%2C_Washington%2C_D.C..jpg,15,111,23,150,http://usa.mofa.go.kr/english/am/usa/main/,"2450 Massachusetts Avenue NW, Washington, DC",38.9146768,-77.0546924
 South Sudan,"1233 20th Street NW, Suite 602",Dupont Circle,,151,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7a/Flag_of_South_Sudan.svg/23px-Flag_of_South_Sudan.svg.png,https:,12,0,23,0,https://web.archive.org/web/20130715003837/http://www.southsudanembassydc.org/,"1233 20th Street NW, Suite 602, Washington, DC",38.9066677,-77.04448289999999
 Spain,2375 Pennsylvania Avenue NW,West End,,152,https://upload.wikimedia.org/wikipedia/en/thumb/9/9a/Flag_of_Spain.svg/23px-Flag_of_Spain.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ef/Embassy_of_Spain_-_Washington%2C_D.C..JPG/150px-Embassy_of_Spain_-_Washington%2C_D.C..JPG,15,113,23,150,http://www.spainemb.org,"2375 Pennsylvania Avenue NW, Washington, DC",38.9032424,-77.0511394
 Sri Lanka,2148 Wyoming Avenue NW,Kalorama,,153,https://upload.wikimedia.org/wikipedia/commons/thumb/1/11/Flag_of_Sri_Lanka.svg/23px-Flag_of_Sri_Lanka.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8b/Embassy_of_Sri_Lanka-Washington_D.C..jpg/150px-Embassy_of_Sri_Lanka-Washington_D.C..jpg,12,108,23,150,http://slembassyusa.org,"2148 Wyoming Avenue NW, Washington, DC",38.9169464,-77.0490031
 Sudan,2210 Massachusetts Avenue NW,Embassy Row,,154,https://upload.wikimedia.org/wikipedia/commons/thumb/0/01/Flag_of_Sudan.svg/23px-Flag_of_Sudan.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/6/60/Embassy_of_Sudan%2C_Washington.jpg/150px-Embassy_of_Sudan%2C_Washington.jpg,12,200,23,150,http://www.sudanembassy.org,"2210 Massachusetts Avenue NW, Washington, DC",38.9113909,-77.0494641
 Suriname,4301 Connecticut Avenue NW,Forest Hills,,155,https://upload.wikimedia.org/wikipedia/commons/thumb/6/60/Flag_of_Suriname.svg/23px-Flag_of_Suriname.svg.png,https:,15,0,23,0,http://www.surinameembassy.org,"4301 Connecticut Avenue NW, Washington, DC",38.9450022,-77.06347389999999
 Swaziland,1712 New Hampshire Avenue NW,Dupont Circle,,156,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1e/Flag_of_Swaziland.svg/23px-Flag_of_Swaziland.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0b/Embassy_of_Swaziland_in_Washington%2C_D.C.JPG/150px-Embassy_of_Swaziland_in_Washington%2C_D.C.JPG,15,199,23,150,http://www.gov.sz/index.php?option=com_content&id=453&Itemid=270,"1712 New Hampshire Avenue NW, Washington, DC",38.9130817,-77.0406117
 Sweden,2900 K Street NW,Georgetown,,157,https://upload.wikimedia.org/wikipedia/en/thumb/4/4c/Flag_of_Sweden.svg/23px-Flag_of_Sweden.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/3/30/Embassy_of_Sweden%2C_Washington.jpg/150px-Embassy_of_Sweden%2C_Washington.jpg,14,96,23,150,http://www.swedenabroad.com/washington,"2900 K Street NW, Washington, DC",38.9019925,-77.05867889999999
 Switzerland,2900 Cathedral Avenue NW,Woodley Park,,158,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f3/Flag_of_Switzerland.svg/16px-Flag_of_Switzerland.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6b/Embassy_of_Switzerland%2C_Washington%2C_D.C..jpg/150px-Embassy_of_Switzerland%2C_Washington%2C_D.C..jpg,16,100,16,150,https://www.eda.admin.ch/washington,"2900 Cathedral Avenue NW, Washington, DC",38.9285211,-77.0579305
 Tajikistan,1005 New Hampshire Avenue NW,West End,,159,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d0/Flag_of_Tajikistan.svg/23px-Flag_of_Tajikistan.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/7/76/Embassy_of_Tajikistan_%28Washington%2C_D.C.%29.JPG/150px-Embassy_of_Tajikistan_%28Washington%2C_D.C.%29.JPG,12,161,23,150,http://www.tjus.org,"1005 New Hampshire Avenue NW, Washington, DC",38.9030928,-77.04927289999999
 Tanzania,1232 22nd St. NW,West End,,160,https://upload.wikimedia.org/wikipedia/commons/thumb/3/38/Flag_of_Tanzania.svg/23px-Flag_of_Tanzania.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5e/Tanzanian_Embassy_Washington.JPG/150px-Tanzanian_Embassy_Washington.JPG,15,251,23,150,http://tanzaniaembassy-us.org,"1232 22nd St. NW, Washington, DC",38.9061128,-77.04910339999999
 Thailand,1024 Wisconsin Ave NW,Georgetown,,161,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a9/Flag_of_Thailand.svg/23px-Flag_of_Thailand.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/6/64/Embassy_of_Thailand%2C_Washington.jpg/150px-Embassy_of_Thailand%2C_Washington.jpg,15,113,23,150,http://thaiembdc.org,"1024 Wisconsin Ave NW, Washington, DC",38.9033867,-77.06296549999999
 Togo,2208 Massachusetts Avenue NW,Embassy Row,,162,https://upload.wikimedia.org/wikipedia/commons/thumb/6/68/Flag_of_Togo.svg/23px-Flag_of_Togo.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/Embassy_of_Togo%2C_Washington.jpg/150px-Embassy_of_Togo%2C_Washington.jpg,14,200,23,150,http://www.togoleseembassy.com,"2208 Massachusetts Avenue NW, Washington, DC",38.911345,-77.049419
 Trinidad and Tobago,1708 Massachusetts Avenue NW,Embassy Row,,163,https://upload.wikimedia.org/wikipedia/commons/thumb/6/64/Flag_of_Trinidad_and_Tobago.svg/23px-Flag_of_Trinidad_and_Tobago.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/0/02/Embassy_of_Trinidad_and_Tabago.JPG/150px-Embassy_of_Trinidad_and_Tabago.JPG,14,200,23,150,http://www.ttembassy.org,"1708 Massachusetts Avenue NW, Washington, DC",38.9077586,-77.039018
 Tunisia,1515 Massachusetts Avenue NW,Embassy Row,,164,https://upload.wikimedia.org/wikipedia/commons/thumb/c/ce/Flag_of_Tunisia.svg/23px-Flag_of_Tunisia.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/3/31/Embassy_of_Tunisia.JPG/150px-Embassy_of_Tunisia.JPG,15,86,23,150,http://www.tunconsusa.org,"1515 Massachusetts Avenue NW, Washington, DC",38.9069946,-77.03490219999999
 Turkey,2525 Massachusetts Avenue NW,Embassy Row,,165,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b4/Flag_of_Turkey.svg/23px-Flag_of_Turkey.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ae/Turkish_Embassy_Washington_DC.jpg/150px-Turkish_Embassy_Washington_DC.jpg,15,101,23,150,http://vasington.be.mfa.gov.tr,"2525 Massachusetts Avenue NW, Washington, DC",38.9164299,-77.05601260000002
 Turkmenistan,2207 Massachusetts Avenue NW,Embassy Row,,166,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1b/Flag_of_Turkmenistan.svg/23px-Flag_of_Turkmenistan.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/4/46/Embassy_of_Turkmenistan%2C_Washington%2C_D.C..jpg/150px-Embassy_of_Turkmenistan%2C_Washington%2C_D.C..jpg,15,187,23,150,http://www.mfa.gov.tm/en/mfa-en/diplomacy/turkmenistan-abroad,"2207 Massachusetts Avenue NW, Washington, DC",38.9120109,-77.0492522
 Uganda,5911 16th Street NW,"Sixteenth Street Heights
",,167,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4e/Flag_of_Uganda.svg/23px-Flag_of_Uganda.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a0/5911-16th-st-uganda-embassy-dc.jpg/150px-5911-16th-st-uganda-embassy-dc.jpg,15,200,23,150,http://washington.mofa.go.ug,"5911 16th Street NW, Washington, DC",38.9610824,-77.0359593
 Ukraine,3350 M Street NW,Georgetown,,168,https://upload.wikimedia.org/wikipedia/commons/thumb/4/49/Flag_of_Ukraine.svg/23px-Flag_of_Ukraine.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/0/02/Embassy_of_Ukraine%2C_Washington%2C_D.C._002.jpg/150px-Embassy_of_Ukraine%2C_Washington%2C_D.C._002.jpg,15,173,23,150,http://usa.mfa.gov.ua/en,"3350 M Street NW, Washington, DC",38.9048625,-77.0675318
 United Arab Emirates,3522 International Court NW,North Cleveland Park,,169,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cb/Flag_of_the_United_Arab_Emirates.svg/23px-Flag_of_the_United_Arab_Emirates.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b0/UAEEmbassyWashingtonDC01.jpg/150px-UAEEmbassyWashingtonDC01.jpg,12,93,23,150,http://www.uae-embassy.org,"3522 International Court NW, Washington, DC",38.9449559,-77.0692631
 United Kingdom,3100 Massachusetts Avenue NW,Embassy Row,,170,https://upload.wikimedia.org/wikipedia/en/thumb/a/ae/Flag_of_the_United_Kingdom.svg/23px-Flag_of_the_United_Kingdom.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e9/Embassy_of_the_United_Kingdom_in_Washington%2C_D.C..jpg/150px-Embassy_of_the_United_Kingdom_in_Washington%2C_D.C..jpg,12,97,23,150,https://www.gov.uk/government/world/organisations/british-embassy-washington,"3100 Massachusetts Avenue NW, Washington, DC",38.9202563,-77.06292490000001
 Uruguay,1913 I Street NW,Foggy Bottom,,171,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fe/Flag_of_Uruguay.svg/23px-Flag_of_Uruguay.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0b/Embassy_of_Uruguay.jpg/150px-Embassy_of_Uruguay.jpg,15,200,23,150,"http://www.mrree.gub.uy/frontend/page?1,embajada-eeuu,pagina-principal-embajada-eeuu,O,es,0,","1913 I Street NW, Washington, DC",38.9015935,-77.0441455
 Uzbekistan,1746 Massachusetts Avenue NW,Embassy Row,,172,https://upload.wikimedia.org/wikipedia/commons/thumb/8/84/Flag_of_Uzbekistan.svg/23px-Flag_of_Uzbekistan.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/a/aa/Clarence_Moore_House.JPG/150px-Clarence_Moore_House.JPG,12,214,23,150,http://www.uzbekistan.org,"1746 Massachusetts Avenue NW, Washington, DC",38.9082742,-77.0405698
 Venezuela,1099 30th Street NW,Georgetown,,173,https://upload.wikimedia.org/wikipedia/commons/thumb/0/06/Flag_of_Venezuela.svg/23px-Flag_of_Venezuela.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a7/VenezuelaDCEmbassy.JPG/150px-VenezuelaDCEmbassy.JPG,15,113,23,150,http://eeuu.embajada.gob.ve,"1099 30th Street NW, Washington, DC",38.903818,-77.0589066
 Vietnam,1233 20th Street NW,Dupont Circle,,174,https://upload.wikimedia.org/wikipedia/commons/thumb/2/21/Flag_of_Vietnam.svg/23px-Flag_of_Vietnam.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9e/Embassy_of_Vietnam_United_States.JPG/150px-Embassy_of_Vietnam_United_States.JPG,15,182,23,150,http://vietnamembassy-usa.org,"1233 20th Street NW, Washington, DC",38.9066677,-77.04448289999999
 Yemen,2319 Wyoming Avenue NW,Kalorama,,175,https://upload.wikimedia.org/wikipedia/commons/thumb/8/89/Flag_of_Yemen.svg/23px-Flag_of_Yemen.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f2/Embassy_of_Yemen_%28Washington%2C_D.C.%29.JPG/150px-Embassy_of_Yemen_%28Washington%2C_D.C.%29.JPG,15,99,23,150,http://www.yemenembassy.org,"2319 Wyoming Avenue NW, Washington, DC",38.9172619,-77.0512743
 Zambia,2419 Massachusetts Avenue NW,Embassy Row,,176,https://upload.wikimedia.org/wikipedia/commons/thumb/0/06/Flag_of_Zambia.svg/23px-Flag_of_Zambia.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/4/46/Embassy_of_Zambia%2C_Washington%2C_D.C..jpg/150px-Embassy_of_Zambia%2C_Washington%2C_D.C..jpg,15,124,23,150,http://www.zambiaembassy.org,"2419 Massachusetts Avenue NW, Washington, DC",38.9146958,-77.05343309999999
 Zimbabwe,1608 New Hampshire Avenue NW,Dupont Circle,,177,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6a/Flag_of_Zimbabwe.svg/23px-Flag_of_Zimbabwe.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a4/Embassy_of_Zimbabwe_-_Washington%2C_D.C..JPG/150px-Embassy_of_Zimbabwe_-_Washington%2C_D.C..JPG,12,169,23,150,http://www.zimfa.gov.zw/index.php?option=com_content&view=article&id=129&Itemid=492,"1608 New Hampshire Avenue NW, Washington, DC",38.9115936,-77.0420765
